  201   101
8.7184e+00 -4.5454e-02 -3.0994e-02
2.2063e+00 -7.1233e-02 -6.4232e-02
-2.3398e+01 -7.1505e-02 -9.9801e-02
-4.7694e+01 -5.8662e-02 -7.8900e-02
-6.2848e+01 -5.4701e-02 -3.3442e-02
-6.4415e+01 -5.1156e-02 -1.9104e-02
-7.2400e+01 -3.9267e-02 -1.9222e-02
-7.4026e+01 -4.7998e-02 -2.5428e-02
-8.5114e+01 -5.2633e-02 -4.2117e-02
-9.5085e+01 -6.5365e-02 -5.1325e-02
-1.1078e+02 -9.1580e-02 -5.1351e-02
-1.2076e+02 -1.0957e-01 -3.6743e-02
-1.2915e+02 -9.9098e-02 -2.1328e-02
-1.3142e+02 -1.3600e-01 -3.1811e-02
-1.4505e+02 -1.3270e-01 -4.8686e-02
-1.5577e+02 -1.0977e-01 -7.3710e-02
-1.8191e+02 -7.8952e-02 -8.3292e-02
-1.9741e+02 -9.2178e-02 -8.2312e-02
-2.2306e+02 -8.8506e-02 -1.1810e-01
-2.5646e+02 -8.3536e-02 -9.0160e-02
-2.6814e+02 -7.1213e-02 -3.2867e-02
-2.7290e+02 -6.0353e-02 -2.1975e-02
-2.7913e+02 -3.8050e-02 -1.8294e-02
-2.8204e+02 -2.5845e-02 -2.7349e-03
-2.8050e+02 -3.0176e-02 -2.0134e-02
-2.9211e+02 9.1236e-03 -5.4380e-02
-3.0769e+02 2.3924e-02 -6.0678e-02
-3.2245e+02 1.6697e-02 -4.4671e-02
-3.3003e+02 -1.1882e-02 -2.2115e-02
-3.3351e+02 -1.6106e-02 -5.3408e-02
-3.5673e+02 -1.0638e-02 -8.1132e-02
-3.7407e+02 2.5379e-03 -7.3488e-02
-3.9347e+02 3.7354e-02 -4.0056e-02
-3.9410e+02 3.3786e-02 -1.3614e-02
-4.0028e+02 4.5292e-02 -4.2176e-02
-4.1519e+02 4.9411e-02 -4.5506e-02
-4.2303e+02 3.6349e-02 -2.6870e-02
-4.2862e+02 4.4844e-03 -2.7521e-02
-4.3679e+02 1.8584e-02 -1.9835e-02
-4.3854e+02 9.1532e-03 -1.4169e-02
-4.4388e+02 2.1886e-02 -5.7284e-02
-4.6718e+02 5.8135e-02 -4.5789e-02
-4.6677e+02 6.7291e-02 2.6620e-02
-4.5387e+02 7.6433e-02 3.1615e-02
-4.5096e+02 6.3225e-02 -5.9894e-03
-4.5687e+02 4.7695e-02 -1.6183e-02
-4.5906e+02 2.5118e-02 -1.9028e-03
-4.5782e+02 1.6015e-02 -2.2087e-02
-4.7010e+02 3.3363e-02 -3.6502e-02
-4.7607e+02 2.5112e-02 7.7118e-03
-4.6624e+02 1.5959e-02 3.4133e-03
-4.7436e+02 1.4697e-02 6.0282e-03
-4.6323e+02 1.5839e-02 5.4866e-02
-4.4693e+02 3.9840e-03 4.9004e-02
-4.3873e+02 -2.7269e-02 2.2802e-02
-4.3553e+02 -7.4412e-03 3.0906e-02
-4.2327e+02 1.6192e-02 7.3407e-02
-3.9882e+02 6.9638e-03 8.7226e-02
-3.7966e+02 9.1876e-03 7.9342e-02
-3.5915e+02 -2.7067e-02 5.4731e-02
-3.5230e+02 -3.6575e-02 1.6934e-02
-3.5069e+02 -3.0121e-02 7.1428e-03
-3.4873e+02 -3.3830e-02 1.6205e-02
-3.4258e+02 -5.2009e-02 5.6148e-03
-3.4592e+02 -5.0542e-02 -3.4147e-02
-3.5966e+02 -3.8983e-02 -3.5613e-02
-3.6372e+02 -4.1926e-02 1.9764e-03
-3.5867e+02 -3.3199e-02 5.3880e-02
-3.3678e+02 -2.4591e-02 7.4161e-02
-3.2159e+02 -1.4734e-03 5.8603e-02
-3.0748e+02 1.2264e-02 8.9882e-02
-2.7665e+02 1.9644e-02 7.0333e-02
-2.7232e+02 9.5213e-03 9.0011e-03
-2.7215e+02 2.0530e-02 2.5007e-02
-2.5981e+02 2.8233e-02 4.7132e-02
-2.4858e+02 0.0000e+00 0.0000e+00
2.6749e+02 0.0000e+00 0.0000e+00
2.7661e+02 3.1947e-02 2.2630e-02
2.7880e+02 2.8389e-02 -2.1522e-02
2.6585e+02 2.8604e-02 -8.2418e-02
2.3759e+02 2.6953e-02 -9.2018e-02
2.1984e+02 4.2463e-02 -7.9712e-02
1.9774e+02 4.3438e-02 -9.9704e-02
1.6999e+02 6.6163e-02 -1.1038e-01
1.4254e+02 7.2500e-02 -7.8259e-02
1.3086e+02 3.8195e-02 -3.1468e-02
1.2681e+02 4.3672e-02 -2.5732e-02
1.1799e+02 4.0788e-02 -4.2044e-02
1.0579e+02 -1.0605e-03 -7.5954e-02
8.0017e+01 -1.3521e-02 -8.2384e-02
6.4596e+01 2.7858e-02 -5.9144e-02
5.0446e+01 3.8775e-02 -5.1011e-02
3.9091e+01 3.0643e-02 -4.1497e-02
2.9697e+01 3.2013e-02 -2.8861e-02
2.4661e+01 4.3003e-02 -3.7098e-02
1.1148e+01 3.8641e-02 -1.9351e-02
1.4985e+01 2.9680e-03 1.7649e-02
1.9972e+01 -3.0349e-02 5.2726e-03
1.7621e+01 -5.2461e-02 -9.4751e-03
1.5235e+01 -4.4234e-02 -2.6589e-02
4.3267e+00 -3.0121e-02 -2.9620e-02
4.2477e-01 -3.4731e-02 -5.1544e-02
-2.1445e+01 -5.3006e-02 -8.2911e-02
-4.1031e+01 -6.4094e-02 -8.0102e-02
-6.1497e+01 -5.2446e-02 -6.4615e-02
-7.3338e+01 -4.7007e-02 -3.5517e-02
-7.9255e+01 -5.4736e-02 -2.0241e-02
-8.3459e+01 -5.7522e-02 -1.2916e-02
-8.5713e+01 -7.2369e-02 -2.6859e-02
-9.6888e+01 -6.5536e-02 -4.2390e-02
-1.0691e+02 -4.5924e-02 -5.7686e-02
-1.2573e+02 -4.6978e-02 -8.2847e-02
-1.4833e+02 -3.9021e-02 -4.9368e-02
-1.5041e+02 -6.6558e-02 -4.2215e-02
-1.6944e+02 -1.1322e-01 -5.7978e-02
-1.7940e+02 -1.2392e-01 -4.8303e-02
-1.9359e+02 -1.3447e-01 -4.9081e-02
-2.0394e+02 -9.3214e-02 -6.4072e-02
-2.2563e+02 -7.8993e-02 -8.5180e-02
-2.4653e+02 -6.7805e-02 -1.0276e-01
-2.7701e+02 -4.1065e-02 -7.6235e-02
-2.8465e+02 -4.0823e-02 -1.7107e-02
-2.8556e+02 -2.0407e-02 -6.0327e-03
-2.8767e+02 -1.3676e-02 -8.2946e-03
-2.8971e+02 -1.8943e-02 -1.5837e-02
-2.9559e+02 -2.4652e-02 -7.2108e-03
-2.9331e+02 -4.6927e-03 -1.5521e-02
-3.0335e+02 9.8207e-03 -4.8031e-02
-3.1733e+02 3.8631e-04 -5.2530e-02
-3.2961e+02 -3.6958e-03 -4.2998e-02
-3.3883e+02 -2.0534e-02 -4.6586e-02
-3.5290e+02 1.5421e-03 -7.4561e-02
-3.7611e+02 -2.5906e-02 -7.2766e-02
-3.8929e+02 -1.7048e-04 -2.8084e-02
-3.9015e+02 2.9909e-02 1.0815e-03
-3.8875e+02 4.8733e-02 -1.2024e-02
-3.9616e+02 6.1694e-02 -4.4457e-02
-4.1098e+02 5.0061e-02 -6.5738e-02
-4.2903e+02 2.6835e-02 -3.8948e-02
-4.3045e+02 1.5757e-02 -8.6089e-03
-4.3333e+02 -1.2091e-03 -1.5732e-02
-4.3832e+02 7.0593e-03 -1.4056e-02
-4.4036e+02 6.3149e-02 -1.2632e-02
-4.4463e+02 5.7899e-02 9.7525e-03
-4.3549e+02 5.8038e-02 1.0952e-02
-4.3916e+02 5.4735e-02 -2.4985e-02
-4.4798e+02 3.1107e-02 -2.7321e-02
-4.5282e+02 2.7895e-02 -8.9464e-03
-4.5245e+02 2.4031e-02 -2.4404e-03
-4.5404e+02 5.7380e-02 -1.1059e-02
-4.5798e+02 8.0133e-02 -1.1617e-03
-4.5462e+02 4.8212e-02 7.2512e-03
-4.5435e+02 5.7057e-02 -2.7196e-03
-4.5598e+02 2.9544e-02 1.7371e-02
-4.4567e+02 9.7796e-03 1.8460e-02
-4.4675e+02 -3.1047e-03 9.5130e-03
-4.4091e+02 3.5061e-04 5.4003e-02
-4.1975e+02 -7.1020e-03 7.7158e-02
-4.0233e+02 -2.2466e-02 7.9504e-02
-3.7999e+02 -3.8484e-02 5.9939e-02
-3.7236e+02 -5.6563e-02 2.7281e-02
-3.6635e+02 -3.9530e-02 2.0373e-02
-3.6218e+02 -5.1485e-02 1.4006e-02
-3.5935e+02 -6.5763e-02 5.1966e-03
-3.5958e+02 -7.1469e-02 -5.0634e-03
-3.6188e+02 -6.7312e-02 -8.1741e-03
-3.6367e+02 -2.1181e-02 -1.0190e-02
-3.6698e+02 3.1499e-03 8.3101e-03
-3.5951e+02 8.4042e-04 5.2879e-02
-3.4054e+02 2.1734e-04 9.1746e-02
-3.1364e+02 3.1457e-02 9.3655e-02
-2.9371e+02 4.1465e-02 8.1494e-02
-2.7289e+02 1.3724e-02 4.5214e-02
-2.7110e+02 2.6502e-02 1.1228e-02
-2.6728e+02 5.4938e-02 3.0761e-02
-2.5572e+02 3.5619e-02 3.1785e-02
-2.5138e+02 0.0000e+00 0.0000e+00
2.8251e+02 0.0000e+00 0.0000e+00
2.9003e+02 4.8561e-02 4.9150e-03
2.8497e+02 1.8381e-02 -4.0593e-02
2.6973e+02 8.0346e-03 -8.0183e-02
2.4488e+02 4.4656e-02 -8.3115e-02
2.2817e+02 5.7241e-02 -7.8680e-02
2.0554e+02 6.4956e-02 -8.2638e-02
1.8686e+02 1.0137e-01 -8.6600e-02
1.6224e+02 1.0188e-01 -8.9166e-02
1.4227e+02 6.8655e-02 -5.9932e-02
1.3227e+02 2.7437e-02 -2.7140e-02
1.2870e+02 2.9506e-02 -6.2510e-02
1.0102e+02 4.4912e-03 -1.0825e-01
7.4577e+01 1.8964e-02 -6.9787e-02
6.6123e+01 2.7520e-02 -3.3339e-02
5.7908e+01 2.6053e-02 -4.1229e-02
4.5509e+01 3.2658e-02 -3.1758e-02
4.2029e+01 3.5571e-02 -2.2110e-02
3.4454e+01 3.4381e-02 -4.5710e-02
1.9173e+01 5.4070e-02 -3.2223e-02
1.8342e+01 2.1387e-02 -1.3675e-02
1.2336e+01 -9.3399e-03 -2.9271e-02
3.7062e+00 -3.6726e-02 -1.7091e-02
3.7904e+00 -5.9644e-02 -2.1270e-03
2.6427e+00 -4.4210e-02 -2.4875e-02
-8.6469e+00 -4.8460e-02 -5.3879e-02
-2.4297e+01 -3.6196e-02 -9.3596e-02
-5.5445e+01 -3.8133e-02 -9.9240e-02
-7.3917e+01 -4.2634e-02 -6.1813e-02
-8.6351e+01 -3.2634e-02 -3.5732e-02
-9.1783e+01 -4.4494e-02 -2.9620e-02
-1.0116e+02 -5.5262e-02 -3.6856e-02
-1.1021e+02 -5.2851e-02 -3.3441e-02
-1.1788e+02 -5.4483e-02 -1.5672e-02
-1.1805e+02 -5.5677e-02 -3.2767e-02
-1.3427e+02 -2.2911e-02 -4.4448e-02
-1.4027e+02 1.0910e-02 -5.6324e-02
-1.6243e+02 -2.2626e-02 -9.5523e-02
-1.8803e+02 -4.4948e-02 -8.9172e-02
-2.0701e+02 -8.6592e-02 -6.9940e-02
-2.2300e+02 -8.5926e-02 -4.3005e-02
-2.2852e+02 -9.6671e-02 -2.7815e-02
-2.3691e+02 -6.3852e-02 -5.6903e-02
-2.5697e+02 -4.8540e-02 -8.0170e-02
-2.7699e+02 -1.7633e-02 -6.3178e-02
-2.8856e+02 1.2193e-03 -1.2208e-02
-2.8310e+02 2.7803e-03 5.1716e-03
-2.8597e+02 4.8900e-03 -1.6831e-02
-2.9151e+02 -1.7706e-03 -1.3711e-02
-2.9283e+02 -1.2515e-02 -5.8840e-03
-2.9446e+02 -2.9944e-02 -1.9907e-02
-3.0278e+02 -2.4656e-02 -5.5599e-02
-3.2226e+02 -1.6217e-02 -5.8187e-02
-3.3187e+02 -2.2649e-02 -4.3036e-02
-3.4377e+02 -1.5915e-02 -4.8171e-02
-3.5596e+02 -1.4538e-02 -8.6503e-02
-3.8702e+02 -3.1444e-03 -7.5200e-02
-3.9356e+02 3.2632e-03 1.5759e-02
-3.7915e+02 1.6358e-02 3.5289e-02
-3.7591e+02 1.0516e-02 -1.0391e-02
-3.8434e+02 6.9358e-03 -4.4178e-02
-3.9800e+02 3.0032e-02 -6.1729e-02
-4.1521e+02 2.1235e-02 -6.1824e-02
-4.2892e+02 -1.1884e-02 -4.7879e-02
-4.3914e+02 -1.7105e-02 -2.2867e-02
-4.4035e+02 1.9614e-03 7.0741e-03
-4.3561e+02 4.3957e-04 5.0510e-03
-4.3782e+02 2.8852e-02 2.1509e-02
-4.2485e+02 1.8108e-02 2.8451e-02
-4.2360e+02 3.5631e-02 -3.2921e-02
-4.4131e+02 3.9722e-02 -4.3024e-02
-4.4511e+02 2.7576e-02 -8.9784e-03
-4.4580e+02 2.1973e-02 7.3979e-03
-4.4141e+02 2.5258e-02 1.9601e-02
-4.3600e+02 4.0974e-02 -1.4565e-03
-4.4214e+02 3.7153e-02 -1.9663e-02
-4.4583e+02 1.7360e-02 -1.2640e-02
-4.4846e+02 1.3046e-02 7.5883e-03
-4.4204e+02 1.4702e-02 1.6356e-02
-4.4028e+02 1.9029e-02 1.3373e-02
-4.3535e+02 2.5856e-02 2.6909e-02
-4.2683e+02 -1.8253e-02 5.0590e-02
-4.1006e+02 -1.3006e-02 5.5844e-02
-3.9890e+02 -3.2419e-02 4.5244e-02
-3.8744e+02 -2.1309e-02 5.3685e-02
-3.7206e+02 -2.0668e-02 2.2012e-02
-3.7643e+02 -3.4286e-02 -1.9090e-02
-3.8161e+02 -6.8454e-02 -3.7787e-03
-3.7832e+02 -6.2237e-02 4.0657e-03
-3.7957e+02 -3.4323e-02 1.6141e-02
-3.7025e+02 -6.2733e-03 3.4849e-02
-3.6215e+02 1.9789e-02 2.3997e-02
-3.5825e+02 3.7789e-02 5.0947e-02
-3.3668e+02 3.3066e-02 1.0478e-01
-3.0586e+02 1.2995e-02 9.9850e-02
-2.8675e+02 2.2147e-02 7.2149e-02
-2.6979e+02 2.4773e-02 5.5371e-02
-2.5907e+02 4.3978e-02 5.0214e-02
-2.4468e+02 7.9485e-02 3.4124e-02
-2.4200e+02 7.8711e-02 1.7636e-02
-2.3586e+02 0.0000e+00 0.0000e+00
2.9250e+02 0.0000e+00 0.0000e+00
3.0089e+02 4.3254e-02 -9.0267e-03
2.8799e+02 3.8669e-02 -6.2049e-02
2.6987e+02 3.8314e-02 -5.6143e-02
2.5992e+02 6.0464e-02 -4.2811e-02
2.4846e+02 8.5180e-02 -5.9412e-02
2.3021e+02 1.1705e-01 -5.5578e-02
2.2067e+02 1.2332e-01 -7.3460e-02
1.9348e+02 1.0949e-01 -1.1097e-01
1.6519e+02 1.1653e-01 -1.0591e-01
1.4053e+02 8.1367e-02 -6.4880e-02
1.3275e+02 4.8406e-02 -6.4990e-02
1.0803e+02 5.7547e-02 -8.6496e-02
8.9499e+01 9.0983e-02 -5.9355e-02
7.8356e+01 7.0203e-02 -5.2055e-02
6.3472e+01 7.0734e-02 -4.5873e-02
5.5420e+01 5.1846e-02 -3.1979e-02
4.7482e+01 3.5856e-02 -2.7138e-02
4.1851e+01 3.1463e-02 -1.8600e-02
3.8182e+01 6.1292e-02 -3.2345e-02
2.5679e+01 2.9619e-02 -4.5760e-02
1.5302e+01 1.5421e-02 -5.2840e-02
-7.4160e-01 9.1280e-03 -5.9779e-02
-1.4587e+01 -2.0673e-02 -3.4073e-02
-1.7778e+01 -4.7960e-02 -1.8435e-02
-2.3805e+01 -5.6976e-02 -4.3530e-02
-3.9543e+01 -6.3586e-02 -7.2584e-02
-6.0097e+01 -2.0062e-02 -8.6541e-02
-8.2814e+01 -2.2779e-02 -5.9115e-02
-8.9655e+01 -3.7589e-02 -3.7377e-02
-1.0150e+02 -3.7499e-02 -4.2870e-02
-1.1109e+02 -3.5719e-02 -2.1273e-02
-1.1214e+02 -1.3197e-02 -2.6080e-02
-1.2413e+02 -1.2346e-02 -4.5215e-02
-1.3475e+02 -3.6478e-02 -2.6114e-02
-1.3719e+02 -1.8803e-02 -1.6260e-02
-1.4288e+02 -1.5482e-02 -4.9082e-02
-1.6173e+02 -1.1218e-02 -9.8074e-02
-1.9191e+02 -3.3085e-02 -1.2194e-01
-2.2270e+02 -3.8930e-02 -8.9280e-02
-2.3655e+02 -4.5291e-02 -5.9159e-02
-2.5228e+02 -7.0170e-02 -4.1998e-02
-2.5755e+02 -7.8596e-02 -3.7049e-02
-2.7080e+02 -5.6812e-02 -5.6539e-02
-2.8582e+02 -6.0337e-03 -2.6476e-02
-2.8404e+02 7.3549e-03 3.3057e-03
-2.8417e+02 -7.3045e-03 -2.3619e-03
-2.8522e+02 -2.1678e-02 -1.2846e-02
-2.9059e+02 -6.9554e-03 -3.3242e-02
-3.0184e+02 -2.6544e-02 -3.5384e-02
-3.0828e+02 -5.4017e-02 -2.7662e-02
-3.1567e+02 -5.4823e-02 -3.4305e-02
-3.2544e+02 -3.6761e-02 -5.0523e-02
-3.4094e+02 -1.6049e-02 -4.2695e-02
-3.4678e+02 4.5154e-03 -3.8475e-02
-3.6017e+02 -1.3910e-03 -6.1791e-02
-3.7768e+02 3.7306e-02 -5.4965e-02
-3.8766e+02 3.0333e-02 -8.5812e-03
-3.8197e+02 -6.1412e-04 8.3343e-03
-3.8349e+02 -7.3364e-03 -2.1446e-02
-3.9269e+02 -8.4910e-03 -2.4941e-02
-3.9596e+02 6.1132e-03 -5.1438e-02
-4.1841e+02 1.2874e-03 -8.0864e-02
-4.3639e+02 -1.1634e-02 -4.6949e-02
-4.4189e+02 1.2880e-02 -1.8870e-03
-4.3733e+02 1.2881e-02 3.4892e-03
-4.4014e+02 -7.6419e-03 1.4258e-02
-4.3021e+02 1.7355e-02 2.7421e-02
-4.2643e+02 -8.2225e-03 1.7732e-02
-4.2134e+02 -9.3670e-04 -3.3711e-03
-4.2812e+02 2.9695e-02 -3.5376e-02
-4.3903e+02 2.8822e-02 -2.6695e-02
-4.4146e+02 1.5513e-02 -4.7586e-03
-4.4141e+02 1.6571e-02 7.9414e-03
-4.3749e+02 1.1058e-02 1.0733e-02
-4.3604e+02 3.6033e-02 -1.6362e-02
-4.4567e+02 3.0652e-02 -2.6826e-02
-4.4945e+02 2.0245e-02 1.4713e-02
-4.3832e+02 -9.6946e-03 2.4443e-02
-4.3723e+02 6.7307e-03 2.0667e-02
-4.2798e+02 2.6712e-02 1.6721e-02
-4.2887e+02 2.0197e-02 3.8296e-02
-4.0884e+02 4.5097e-03 6.5339e-02
-3.9620e+02 5.3483e-03 5.1636e-02
-3.8302e+02 -6.6253e-03 3.9031e-02
-3.7669e+02 -3.2540e-02 7.3962e-03
-3.7932e+02 -1.8160e-02 -3.3780e-02
-3.9358e+02 -2.2183e-02 -2.2754e-02
-3.9070e+02 -4.0473e-02 2.9067e-02
-3.7904e+02 -9.6740e-03 4.7790e-02
-3.6680e+02 1.7051e-02 4.3923e-02
-3.5708e+02 3.6228e-02 5.2373e-02
-3.4062e+02 6.4891e-02 6.6156e-02
-3.2400e+02 4.4958e-02 6.6951e-02
-3.0714e+02 9.5880e-03 8.2736e-02
-2.8264e+02 1.5728e-02 9.3272e-02
-2.6050e+02 2.4623e-02 6.7045e-02
-2.4911e+02 3.5066e-02 6.5941e-02
-2.2753e+02 3.1726e-02 6.5493e-02
-2.1637e+02 4.7174e-02 2.3290e-02
-2.1589e+02 0.0000e+00 0.0000e+00
3.0449e+02 0.0000e+00 0.0000e+00
3.1166e+02 3.1729e-02 -3.6817e-04
3.0430e+02 5.7223e-02 -4.5534e-02
2.8889e+02 7.9471e-02 -5.8388e-02
2.7511e+02 7.1232e-02 -3.6249e-02
2.7076e+02 8.4736e-02 -2.2093e-02
2.6406e+02 9.3695e-02 -4.4495e-02
2.4852e+02 9.1469e-02 -9.4156e-02
2.1698e+02 1.2052e-01 -9.5956e-02
2.0054e+02 1.4953e-01 -8.8059e-02
1.7295e+02 1.4859e-01 -9.5268e-02
1.5290e+02 1.0885e-01 -8.6330e-02
1.2979e+02 1.0866e-01 -6.5673e-02
1.2007e+02 1.1370e-01 -5.7131e-02
1.0122e+02 9.5018e-02 -5.3587e-02
9.3275e+01 8.4849e-02 -5.9585e-02
7.1432e+01 7.1297e-02 -6.6636e-02
5.9957e+01 5.8505e-02 -4.2493e-02
5.0185e+01 3.6475e-02 -2.0275e-02
4.9819e+01 1.0222e-02 -3.4068e-02
3.3151e+01 7.6517e-03 -5.9546e-02
2.0046e+01 -2.9694e-04 -4.9762e-02
8.2702e+00 1.7148e-02 -5.3185e-02
-6.5462e+00 2.1328e-02 -5.9215e-02
-2.1338e+01 -1.6139e-03 -6.1177e-02
-3.7135e+01 -4.5879e-02 -6.9504e-02
-5.6090e+01 -4.8854e-02 -5.6683e-02
-6.5476e+01 -9.6241e-03 -5.8434e-02
-8.5306e+01 -1.1515e-02 -7.9340e-02
-1.0515e+02 -4.9553e-02 -5.0452e-02
-1.1053e+02 -3.1290e-02 -2.7749e-02
-1.1902e+02 -2.2856e-02 -1.2553e-02
-1.1681e+02 -2.9844e-02 -1.0068e-02
-1.2405e+02 -1.4448e-02 -3.8953e-02
-1.3629e+02 -1.6671e-02 -3.9224e-02
-1.4367e+02 -2.1964e-02 -2.3452e-02
-1.4801e+02 -3.3509e-02 -4.8739e-02
-1.6804e+02 -3.6051e-02 -1.1313e-01
-2.0457e+02 -1.9559e-02 -1.1688e-01
-2.2648e+02 -9.3732e-03 -8.2147e-02
-2.4565e+02 -2.2301e-02 -7.4245e-02
-2.6360e+02 -3.3227e-02 -6.1120e-02
-2.7621e+02 -5.3538e-02 -4.3545e-02
-2.8537e+02 -3.5397e-02 -7.6080e-03
-2.8001e+02 5.7674e-03 9.8903e-04
-2.8488e+02 -1.4026e-02 -1.3479e-02
-2.8675e+02 4.8132e-04 -2.3861e-02
-2.9681e+02 -2.0121e-02 -1.6482e-02
-2.9499e+02 -5.4104e-03 -1.8578e-02
-3.0610e+02 1.2094e-04 -5.2946e-02
-3.2146e+02 -2.5877e-02 -4.8186e-02
-3.3019e+02 -2.9069e-02 -3.8342e-02
-3.4064e+02 -3.6519e-02 -1.9413e-02
-3.3990e+02 2.1049e-03 -1.7592e-03
-3.4152e+02 1.9781e-04 -3.3513e-02
-3.5665e+02 1.9687e-02 -5.3713e-02
-3.6837e+02 2.2318e-02 -4.3476e-02
-3.7839e+02 3.8732e-02 -2.2161e-02
-3.7945e+02 2.4491e-02 -2.3801e-03
-3.7958e+02 2.8499e-02 -1.8268e-02
-3.8859e+02 3.6120e-02 -3.0729e-02
-3.9495e+02 3.0653e-02 -5.1950e-02
-4.1456e+02 3.2654e-02 -7.9572e-02
-4.3473e+02 3.4868e-02 -3.6287e-02
-4.3271e+02 3.9740e-02 1.6480e-03
-4.3391e+02 9.2229e-03 -1.3447e-02
-4.3943e+02 1.1415e-02 9.5249e-03
-4.2915e+02 1.2875e-02 2.0929e-02
-4.2896e+02 1.1691e-02 1.0160e-02
-4.2407e+02 -1.1966e-03 4.9970e-03
-4.2647e+02 1.6137e-03 -1.3265e-02
-4.3070e+02 8.6996e-03 -2.3161e-02
-4.3805e+02 2.1163e-02 -4.8533e-03
-4.3312e+02 3.2556e-02 1.5146e-02
-4.3047e+02 2.4763e-02 1.8006e-02
-4.2412e+02 2.3937e-02 -6.8843e-05
-4.3051e+02 4.4321e-02 -2.8429e-02
-4.3834e+02 2.2153e-02 -3.2758e-02
-4.4689e+02 -2.2077e-02 2.8420e-03
-4.3692e+02 6.4755e-03 4.9779e-02
-4.2200e+02 8.0011e-03 4.0375e-02
-4.1673e+02 2.8789e-02 2.8388e-02
-4.0780e+02 2.2743e-03 4.0995e-02
-3.9623e+02 -1.1425e-02 3.4109e-02
-3.9075e+02 -2.5627e-02 1.5796e-02
-3.8833e+02 -4.7668e-02 1.0477e-02
-3.8551e+02 -2.9969e-02 -8.7336e-03
-3.9270e+02 9.6314e-03 -2.6092e-02
-3.9856e+02 3.7633e-03 1.6575e-02
-3.8441e+02 -5.7423e-04 7.3665e-02
-3.6172e+02 6.1807e-03 8.0751e-02
-3.4404e+02 3.9237e-02 7.1838e-02
-3.2580e+02 4.1797e-02 5.9677e-02
-3.1420e+02 3.1112e-02 4.9474e-02
-3.0107e+02 4.3780e-02 7.0620e-02
-2.7889e+02 3.2170e-02 8.7185e-02
-2.5748e+02 4.9846e-03 7.4709e-02
-2.4153e+02 1.2808e-02 5.7317e-02
-2.2882e+02 -5.1577e-03 4.6233e-02
-2.1842e+02 -1.3156e-02 2.3717e-02
-2.1696e+02 0.0000e+00 0.0000e+00
3.0251e+02 0.0000e+00 0.0000e+00
3.1676e+02 2.6929e-02 2.8177e-02
3.1660e+02 2.5093e-02 -1.4307e-02
3.0960e+02 5.5535e-02 -4.2135e-02
2.9554e+02 7.3458e-02 -3.7546e-02
2.9083e+02 5.3494e-02 -3.6948e-02
2.7706e+02 4.6779e-02 -4.8845e-02
2.6641e+02 6.3671e-02 -4.6633e-02
2.5375e+02 1.2466e-01 -5.2912e-02
2.3995e+02 1.4751e-01 -7.7845e-02
2.1482e+02 1.6240e-01 -1.0556e-01
1.8717e+02 1.4504e-01 -1.0491e-01
1.6237e+02 1.3697e-01 -8.1639e-02
1.4635e+02 1.0159e-01 -7.3000e-02
1.2586e+02 1.0690e-01 -8.0909e-02
1.0590e+02 8.4906e-02 -6.9594e-02
9.1068e+01 9.0068e-02 -5.8323e-02
7.6735e+01 6.0998e-02 -6.1959e-02
6.0088e+01 2.8124e-02 -6.6883e-02
4.3294e+01 -9.0810e-03 -6.1168e-02
2.9504e+01 -7.4865e-03 -5.6280e-02
1.5154e+01 -5.3795e-04 -4.3344e-02
7.8325e+00 1.4280e-03 -3.8155e-02
-3.9235e+00 9.2671e-03 -5.2835e-02
-1.8585e+01 -1.9004e-04 -8.5642e-02
-4.6744e+01 7.5886e-04 -9.0771e-02
-6.3970e+01 2.2276e-03 -3.6329e-02
-6.4909e+01 1.9371e-03 -4.9202e-02
-8.8571e+01 1.8272e-03 -9.9044e-02
-1.1443e+02 1.5106e-02 -5.7152e-02
-1.1715e+02 -1.3962e-02 -1.6173e-02
-1.2252e+02 -1.4602e-02 -1.9826e-02
-1.2706e+02 -2.4628e-02 -1.7673e-02
-1.3135e+02 -3.7370e-02 -3.2042e-02
-1.4308e+02 -2.4337e-02 -3.3629e-02
-1.4817e+02 -1.9744e-02 -3.3098e-02
-1.5963e+02 -5.3386e-02 -6.3169e-02
-1.7975e+02 -3.6470e-02 -8.4124e-02
-2.0169e+02 1.5679e-02 -9.5266e-02
-2.2739e+02 1.0396e-02 -9.2022e-02
-2.4770e+02 7.2542e-03 -8.3013e-02
-2.6889e+02 3.8159e-03 -7.3235e-02
-2.8432e+02 -1.9526e-02 -3.9220e-02
-2.8850e+02 -1.0890e-02 2.7665e-03
-2.8294e+02 -1.5147e-02 -5.1044e-03
-2.9105e+02 -1.1911e-02 -1.9804e-03
-2.8393e+02 -6.6680e-04 -8.4570e-03
-2.9528e+02 -3.0088e-03 -1.8737e-02
-2.9330e+02 -2.3910e-02 -1.2999e-02
-3.0178e+02 -4.1850e-03 -5.5850e-02
-3.2122e+02 -1.1307e-02 -5.6852e-02
-3.3021e+02 -6.4181e-03 -4.4947e-02
-3.4370e+02 -4.0749e-03 -1.9349e-02
-3.3988e+02 -6.1086e-03 -5.9787e-03
-3.4668e+02 1.8613e-03 -2.0893e-02
-3.5033e+02 2.6676e-02 -3.9671e-02
-3.6652e+02 1.9057e-02 -3.5919e-02
-3.6829e+02 3.0564e-02 -6.4080e-03
-3.6972e+02 4.9893e-02 -1.8988e-03
